contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
565676,21,7,5,2,0.4,55.621,0.026,133.246,0.832,38.787,4.2,3.0,2.775,0.324,3.0,2.4,3.0,0.894,0.167,1.0,2.333,2.0,1.658,0.339,2.0,0.028,0.002,0.081,0.766,0.002,139.021,86.91,186.929,0.58,123.05,60.701,0.005,146.146,0.833,38.787,3.0,3.0,2.082,0.354,3.5,human
865945,68,14,12,8,0.667,25.831,0.058,72.778,0.885,2.508,5.667,3.0,5.789,0.478,4.75,3.583,2.5,2.906,0.405,2.75,3.579,2.0,5.092,0.539,1.0,14.044,0.12,46.492,0.852,1.857,81.324,33.887,116.978,0.658,88.527,28.267,0.035,78.124,0.885,2.968,4.857,3.0,3.759,0.408,5.25,human
598779,55,6,6,2,0.333,36.019,0.23,77.94,0.797,24.058,9.167,4.5,12.813,0.555,3.25,2.333,1.5,1.751,0.357,2.5,4.583,1.5,8.795,0.641,1.75,128.832,0.041,406.038,0.802,3.166,36.279,5.523,55.128,0.699,59.239,30.849,0.022,54.638,0.768,35.262,9.167,3.0,16.117,0.639,1.5,human
485348,16,3,13,12,0.923,89.372,42.059,149.013,0.649,72.118,1.231,1.0,0.832,0.173,0.0,1.077,1.0,0.277,0.066,0.0,1.231,1.0,0.832,0.173,0.0,5.94,0.0,21.416,0.0,0.0,105.281,45.784,163.584,0.631,79.15,22.187,24.431,21.084,0.421,20.994,5.333,3.0,5.859,0.458,5.5,human
593583,6,4,3,3,1.0,235.512,1.696,493.748,0.779,57.241,2.0,1.0,1.732,0.333,1.5,1.667,1.0,1.155,0.267,1.0,2.0,1.0,1.732,0.333,1.5,19.404,0.0,33.608,0.0,29.106,559.673,559.673,789.1,0.498,557.978,294.27,29.707,549.575,0.724,321.426,1.5,1.5,0.577,0.167,1.0,human
886563,244,14,25,13,0.52,4.971,0.106,12.743,0.86,1.294,9.76,2.0,19.342,0.725,6.0,2.68,1.0,2.561,0.439,2.0,2.0,1.0,1.971,0.39,1.0,2.163,0.0,7.565,0.804,0.073,7.802,0.3,16.364,0.817,4.446,5.871,0.118,14.117,0.847,2.849,17.429,10.5,21.607,0.549,13.75,human
797896,16,6,4,3,0.75,120.283,0.291,317.284,0.875,2.182,4.0,2.0,4.761,0.5,4.0,2.5,2.0,1.915,0.35,2.5,4.0,2.0,4.761,0.5,4.0,1.627,0.893,2.228,0.226,2.52,599.246,688.508,523.969,0.384,518.235,147.028,0.095,352.349,0.851,0.818,2.667,2.5,1.366,0.25,1.0,human
335899,223,12,24,15,0.625,9.268,0.032,26.728,0.876,0.931,9.292,2.0,28.522,0.79,2.0,1.75,1.0,2.172,0.385,0.0,3.845,1.0,6.764,0.626,1.0,13.87,0.0,33.801,0.539,0.084,21.982,0.583,40.101,0.761,22.566,12.248,0.031,30.857,0.857,5.353,18.583,16.0,12.479,0.358,13.0,human
884658,18,7,4,2,0.5,44.761,1.815,73.543,0.743,53.729,4.5,3.0,4.509,0.444,4.0,2.25,2.5,0.957,0.194,1.25,3.0,2.5,2.608,0.389,1.75,57.095,6.618,84.497,0.499,110.042,83.674,54.181,95.698,0.555,145.381,39.328,0.855,74.0,0.781,32.697,2.571,2.0,2.878,0.429,1.0,human
964458,236,12,7,6,0.857,8.251,0.378,21.254,0.853,2.584,33.714,2.0,83.478,0.816,2.0,2.429,1.0,3.78,0.504,0.0,11.8,1.5,24.597,0.742,8.75,94.002,0.09,215.458,0.661,73.047,3.1,0.665,6.826,0.767,1.05,11.594,0.909,25.393,0.821,5.163,19.667,15.0,21.869,0.553,22.25,human
586953,82,12,21,5,0.238,23.429,0.398,60.661,0.841,20.875,3.905,3.0,3.986,0.441,4.0,2.0,1.0,1.225,0.306,2.0,1.577,1.0,1.348,0.309,0.25,3.957,0.0,19.865,0.834,0.004,33.177,1.619,73.206,0.798,33.096,25.744,0.398,66.712,0.85,20.876,6.833,3.5,9.815,0.524,4.25,human
977755,18,5,15,12,0.8,118.541,91.926,88.523,0.412,156.427,1.2,1.0,0.414,0.133,0.0,1.067,1.0,0.258,0.058,0.0,1.2,1.0,0.414,0.133,0.0,17.584,0.0,51.602,0.484,0.0,125.103,108.462,89.115,0.389,154.492,142.815,169.275,80.146,0.292,117.674,3.6,2.0,4.219,0.489,2.0,human
873839,179,11,74,57,0.77,12.148,0.082,31.195,0.859,5.977,2.419,1.0,9.089,0.56,0.0,1.324,1.0,0.878,0.212,0.0,1.925,1.0,3.48,0.439,0.0,1.734,0.0,9.002,0.83,0.0,21.751,2.905,40.536,0.769,19.933,5.464,0.032,15.153,0.879,2.26,16.273,12.0,16.279,0.458,9.0,human
439365,21,7,11,10,0.909,98.452,19.628,160.328,0.715,169.888,1.909,1.0,1.868,0.381,1.0,1.545,1.0,1.036,0.278,0.5,1.5,1.0,1.092,0.269,0.75,8.804,0.0,27.861,0.671,0.009,141.983,52.556,184.622,0.616,187.307,126.426,35.722,177.147,0.653,183.431,3.0,2.0,2.449,0.381,2.0,human
889986,230,16,9,6,0.667,0.826,0.03,2.754,0.896,0.153,25.556,2.0,54.273,0.775,3.0,4.222,2.0,4.79,0.491,1.0,6.216,2.0,8.199,0.595,6.0,1.684,0.02,4.441,0.806,0.633,3.522,0.713,5.357,0.699,4.333,0.931,0.03,2.945,0.891,0.178,14.375,12.5,12.43,0.468,20.25,human
667595,237,14,27,9,0.333,5.629,0.088,18.159,0.89,0.566,8.778,3.0,14.81,0.669,5.5,2.593,2.0,2.153,0.406,2.0,2.279,1.0,2.704,0.441,1.0,3.453,0.0,12.268,0.828,0.081,9.41,0.221,24.366,0.839,7.317,7.026,0.089,20.495,0.876,0.963,16.929,10.0,19.077,0.566,23.75,human
995684,22,9,10,7,0.7,92.838,0.461,144.159,0.723,90.956,2.2,1.0,2.15,0.418,1.5,1.6,1.0,1.265,0.3,0.0,2.0,1.0,2.049,0.405,0.5,36.587,0.0,121.135,0.666,0.005,154.714,87.878,147.506,0.484,178.275,127.709,37.316,165.91,0.651,235.13,2.444,2.0,2.007,0.384,2.0,human
657339,5,4,3,3,1.0,288.765,75.645,481.946,0.684,364.313,1.667,2.0,0.577,0.133,0.5,1.333,1.0,0.577,0.167,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.765,75.645,481.946,0.684,364.313,288.765,75.645,481.946,0.684,364.313,1.25,1.0,0.5,0.15,0.25,human
555868,57,8,14,8,0.571,21.419,0.029,92.361,0.947,0.113,4.071,2.0,5.916,0.54,1.75,2.071,1.5,1.492,0.342,1.75,2.192,1.0,2.562,0.437,1.0,21.068,0.0,78.005,0.796,0.009,26.068,0.04,114.43,0.945,0.279,35.247,0.036,117.116,0.914,1.78,7.125,5.0,6.402,0.458,8.25,human
747888,27,8,8,5,0.625,69.35,0.41,224.512,0.864,40.926,3.375,2.0,3.114,0.421,2.0,1.875,2.0,0.641,0.158,0.25,2.455,1.0,2.911,0.471,1.0,12.652,0.0,24.477,0.433,10.609,166.392,71.967,349.907,0.74,118.754,125.492,34.371,299.223,0.775,101.521,3.375,3.0,2.615,0.366,1.75,human
996547,130,14,21,4,0.19,15.072,0.091,52.574,0.902,1.767,6.19,3.0,7.097,0.525,5.0,2.476,2.0,1.721,0.35,2.0,2.826,2.0,2.35,0.411,2.0,4.033,0.022,21.699,0.923,0.24,39.083,3.467,81.579,0.759,50.959,12.43,0.042,37.183,0.895,1.51,9.286,2.0,18.821,0.708,4.0,human
473694,239,12,8,5,0.625,3.661,0.049,17.76,0.943,0.354,29.875,8.0,40.86,0.637,41.75,4.875,3.5,4.357,0.452,7.0,3.567,2.0,3.478,0.47,4.0,2.143,0.005,6.848,0.812,0.698,11.026,0.286,32.084,0.887,1.432,4.622,0.047,20.22,0.937,0.451,19.917,22.0,16.871,0.406,17.0,human
877475,123,10,3,3,1.0,17.14,0.08,67.699,0.917,1.534,41.0,53.0,35.553,0.369,34.0,3.333,3.0,2.517,0.333,2.5,2.158,1.0,1.859,0.387,2.0,22.973,0.0,90.003,0.829,0.766,13.958,0.164,41.898,0.882,4.315,20.433,0.164,77.546,0.909,4.906,12.3,6.0,14.499,0.555,10.0,human
877535,66,15,18,13,0.722,29.492,0.13,82.76,0.883,1.176,3.667,1.0,5.423,0.589,2.5,1.889,1.0,1.568,0.363,1.0,3.667,1.0,5.423,0.589,2.5,1.273,0.0,4.891,0.786,0.028,111.415,69.421,133.149,0.587,99.434,50.572,0.069,107.958,0.821,35.198,4.4,2.0,7.049,0.549,1.5,human
354646,230,12,14,8,0.571,3.377,0.103,10.556,0.886,0.847,16.429,2.0,25.639,0.696,22.5,3.357,2.0,3.028,0.451,3.75,2.277,2.0,2.259,0.383,2.0,1.554,0.001,7.014,0.879,0.154,6.165,0.576,13.975,0.816,4.238,4.225,0.125,12.201,0.877,0.897,19.167,14.0,17.409,0.466,19.25,human
448785,16,8,4,2,0.5,39.014,0.029,85.761,0.829,26.06,4.0,3.5,3.162,0.375,4.0,3.5,3.0,3.0,0.393,4.5,4.0,3.5,3.162,0.375,4.0,77.065,0.03,154.091,0.667,77.088,92.315,72.758,53.345,0.244,50.584,41.8,0.033,88.291,0.817,38.779,2.0,2.0,0.756,0.188,0.5,human
566663,218,13,21,11,0.524,2.99,0.022,12.463,0.933,0.079,10.381,7.0,13.143,0.55,9.0,4.333,3.0,3.136,0.391,6.0,3.825,2.0,4.524,0.516,3.0,1.541,0.008,8.511,0.928,0.087,10.019,0.28,22.462,0.807,11.879,3.863,0.019,14.62,0.922,0.126,16.769,9.0,18.098,0.497,16.0,human
595459,249,13,13,5,0.385,1.68,0.133,4.283,0.838,0.833,19.154,17.0,16.994,0.478,30.0,3.615,3.0,2.815,0.396,3.0,2.024,1.0,1.748,0.366,2.0,0.876,0.0,4.506,0.842,0.132,2.531,0.35,5.156,0.785,1.88,2.067,0.184,4.898,0.833,0.915,19.154,15.0,19.056,0.483,14.0,human
667347,22,8,7,3,0.429,99.262,70.326,123.073,0.607,136.526,3.143,3.0,2.41,0.364,2.0,1.857,2.0,0.9,0.242,1.5,1.833,1.5,1.03,0.28,1.25,67.874,0.009,110.366,0.469,90.602,115.456,71.869,147.957,0.598,119.417,85.828,71.869,101.529,0.594,142.163,2.75,1.0,4.559,0.545,0.25,human
595794,35,8,15,14,0.933,57.697,26.258,100.935,0.701,45.849,2.333,1.0,3.848,0.499,0.5,1.267,1.0,0.594,0.175,0.0,1.75,1.0,1.333,0.327,1.0,25.685,0.0,81.198,0.706,1.117,76.211,33.814,123.06,0.64,45.668,50.862,24.965,99.635,0.687,39.508,4.375,2.5,4.033,0.461,6.5,human
846375,111,17,16,7,0.438,19.841,0.044,89.004,0.945,0.54,6.938,2.0,14.346,0.685,5.0,3.062,2.0,3.087,0.466,2.25,2.135,1.0,3.794,0.44,1.0,1.343,0.0,5.015,0.821,0.023,41.425,0.252,127.906,0.901,1.771,16.865,0.039,79.131,0.947,0.363,6.529,6.0,5.513,0.41,6.0,human
764955,5,1,1,1,1.0,110.706,14.331,202.693,0.717,124.352,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,442.824,442.824,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,5.0,5.0,0.0,0.0,0.0,human
773874,130,3,4,1,0.25,16.699,0.632,46.714,0.856,7.745,32.5,12.5,48.597,0.631,40.0,1.75,2.0,0.5,0.107,0.25,5.417,1.0,8.973,0.65,5.0,75.075,0.0,170.098,0.618,79.069,15.32,7.215,21.427,0.639,20.558,16.823,0.862,42.608,0.834,7.759,43.333,50.0,39.425,0.4,39.0,human
889839,6,3,1,1,1.0,252.512,0.014,564.596,0.8,0.043,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1262.562,1262.562,0.0,0.0,0.0,,,0.0,0.0,,0.007,0.005,0.006,0.417,0.006,2.0,2.0,1.0,0.222,1.0,human
989533,66,4,6,3,0.5,32.125,1.503,59.418,0.77,34.432,11.0,5.5,12.313,0.535,19.25,1.667,1.0,1.033,0.267,1.5,1.886,1.0,1.231,0.312,1.0,24.312,0.0,59.874,0.699,12.479,36.387,6.621,63.112,0.743,36.015,20.1,0.499,44.205,0.807,18.666,16.5,3.5,27.012,0.629,14.5,human
334738,259,15,38,6,0.158,0.348,0.026,1.79,0.918,0.08,6.816,4.0,8.239,0.518,4.0,2.711,1.5,2.404,0.431,2.0,1.619,1.0,1.186,0.3,1.0,0.14,0.0,1.455,0.912,0.009,0.424,0.028,1.782,0.907,0.114,0.473,0.031,1.917,0.904,0.084,17.267,8.0,38.08,0.654,8.0,human
899447,16,8,2,1,0.5,18.589,0.013,65.452,0.92,0.342,8.0,8.0,9.899,0.438,7.0,4.0,4.0,4.243,0.375,3.0,8.0,8.0,9.899,0.438,7.0,12.328,12.328,17.434,0.0,12.328,254.182,254.182,0.0,0.0,0.0,21.393,0.013,70.243,0.909,0.035,2.0,1.5,1.309,0.312,1.5,human
946776,18,4,1,1,1.0,106.464,0.173,318.708,0.899,0.514,18.0,18.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,1809.892,1809.892,0.0,0.0,0.0,,,0.0,0.0,,50.912,0.173,151.708,0.884,10.472,4.5,4.5,2.082,0.222,2.0,human
996477,199,12,6,4,0.667,9.956,0.079,42.504,0.945,0.158,33.167,3.0,72.004,0.77,6.0,2.833,2.5,1.722,0.284,1.0,14.214,2.5,27.641,0.746,3.5,54.931,0.04,108.325,0.678,49.646,92.484,96.039,97.653,0.553,158.02,68.26,0.203,101.225,0.706,155.524,16.583,1.0,52.726,0.856,1.0,human
678655,39,10,16,11,0.688,53.944,9.63,96.211,0.744,66.51,2.438,1.0,2.502,0.444,2.25,1.438,1.0,0.814,0.236,0.25,1.95,1.0,1.538,0.36,1.25,11.523,0.0,33.6,0.673,1.73,95.758,46.698,120.959,0.614,111.115,86.143,31.776,119.592,0.666,105.698,3.9,3.0,3.107,0.408,4.25,human
958455,16,5,4,2,0.5,115.447,0.159,182.137,0.729,172.415,4.0,3.0,3.83,0.438,5.0,1.5,1.0,1.0,0.25,0.5,3.2,1.0,3.493,0.475,3.0,97.825,0.0,218.519,0.499,0.401,310.644,268.543,188.284,0.283,200.821,207.101,172.437,216.797,0.522,265.092,3.2,1.0,4.919,0.55,0.0,human
563974,14,5,3,3,1.0,7.216,1.017,20.121,0.842,2.356,4.667,1.0,6.351,0.524,5.5,2.333,1.0,2.309,0.381,2.0,3.5,1.0,5.0,0.536,2.5,5.037,0.0,10.074,0.0,5.037,24.555,0.001,42.53,0.667,36.832,10.817,1.114,25.566,0.814,3.042,2.8,3.0,1.304,0.229,2.0,human
473978,137,14,26,10,0.385,16.026,0.361,30.783,0.792,21.301,5.269,2.0,9.986,0.63,4.0,2.308,1.0,1.975,0.401,2.0,2.108,1.0,2.67,0.446,1.0,5.906,0.0,17.452,0.681,0.105,28.057,9.847,38.739,0.67,43.898,19.007,0.868,32.564,0.752,23.982,9.786,7.5,8.088,0.405,6.25,human
544755,17,8,8,7,0.875,114.417,10.212,188.294,0.74,131.102,2.125,2.0,1.246,0.287,1.5,1.5,1.5,0.535,0.167,1.0,1.545,1.0,0.934,0.257,1.0,1.476,0.0,4.454,0.704,0.05,181.445,78.842,213.917,0.595,281.421,96.714,3.534,190.006,0.787,70.963,2.125,1.0,2.8,0.449,0.25,human
986945,237,12,21,4,0.19,3.332,0.054,12.333,0.897,0.749,11.286,5.0,20.236,0.658,8.0,2.714,2.0,2.327,0.403,3.0,2.495,1.0,3.261,0.473,1.0,1.627,0.0,7.393,0.867,0.082,6.721,0.265,18.21,0.834,4.592,3.611,0.047,13.198,0.889,0.888,19.75,13.5,20.078,0.528,29.25,human
563653,5,2,5,5,1.0,485.151,252.774,634.002,0.572,620.382,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.151,252.774,634.002,0.572,620.382,65.204,65.204,0.0,0.0,0.0,2.5,2.5,2.121,0.3,1.5,human
867948,16,6,5,4,0.8,118.497,3.099,239.89,0.8,99.43,3.2,3.0,1.304,0.2,2.0,2.0,2.0,0.707,0.16,0.0,1.778,2.0,0.833,0.236,1.0,0.476,0.001,0.79,0.521,0.565,221.647,99.736,298.39,0.629,299.704,149.047,10.427,281.414,0.77,124.359,2.667,3.0,1.506,0.271,1.5,human
776764,258,12,6,1,0.167,5.254,0.002,17.661,0.905,0.773,43.0,20.0,43.285,0.466,44.25,4.167,2.0,3.971,0.433,3.75,3.534,2.0,2.882,0.375,4.0,10.913,0.0,31.145,0.87,0.027,7.688,0.002,21.16,0.879,1.572,5.607,0.006,16.084,0.88,0.989,21.5,6.5,38.137,0.699,19.25,human
939539,16,8,6,3,0.5,105.403,0.239,320.4,0.877,48.622,2.667,2.0,1.966,0.354,2.25,2.167,1.5,1.602,0.346,1.75,1.778,1.0,1.641,0.347,1.0,0.287,0.0,0.804,0.612,0.058,197.308,48.653,429.682,0.772,101.341,121.615,1.189,342.973,0.858,62.314,2.0,1.5,1.69,0.344,1.0,human
565984,63,9,12,5,0.417,34.809,0.102,82.453,0.848,17.5,5.25,2.0,8.874,0.631,2.0,1.5,1.0,0.674,0.213,1.0,2.739,1.0,3.57,0.513,1.0,4.325,0.0,13.684,0.726,0.417,93.577,61.768,118.053,0.618,109.663,77.199,15.409,116.385,0.702,100.354,7.0,3.0,11.247,0.624,4.0,human
787494,34,7,18,15,0.833,61.717,25.19,95.114,0.691,79.289,1.889,1.0,3.104,0.435,0.0,1.222,1.0,0.647,0.162,0.0,1.417,1.0,0.654,0.211,1.0,7.095,0.0,34.147,0.87,0.026,81.147,52.758,103.511,0.591,88.472,92.487,76.465,114.276,0.573,88.272,4.857,2.0,5.64,0.529,6.5,human
698357,23,3,1,1,1.0,6.824,0.612,17.301,0.828,2.997,23.0,23.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,150.125,150.125,0.0,0.0,0.0,,,0.0,0.0,,1.243,0.777,1.467,0.52,1.105,7.667,2.0,10.693,0.551,9.5,human
676634,194,12,7,2,0.286,7.591,0.192,17.364,0.825,4.172,27.714,1.0,42.863,0.686,37.0,3.429,1.0,4.036,0.5,3.0,3.593,2.0,3.809,0.489,3.0,10.829,0.069,27.172,0.789,2.515,16.609,6.289,21.966,0.639,20.106,7.109,0.087,18.037,0.85,2.826,16.167,13.0,19.455,0.477,9.75,human
766763,70,4,38,30,0.789,31.885,3.745,58.733,0.722,47.55,1.842,1.0,2.51,0.414,0.0,1.026,1.0,0.162,0.025,0.0,1.029,1.0,0.17,0.028,0.0,1.066,0.0,8.789,0.5,0.0,31.755,3.745,59.277,0.726,45.745,79.273,58.828,94.075,0.461,41.407,17.5,15.5,19.33,0.5,31.0,human
937943,8,4,7,7,1.0,170.323,105.952,236.8,0.642,218.728,1.143,1.0,0.378,0.107,0.0,1.143,1.0,0.378,0.107,0.0,1.143,1.0,0.378,0.107,0.0,0.019,0.0,0.051,0.0,0.0,198.687,123.521,246.031,0.583,231.16,251.495,105.952,347.776,0.573,324.132,2.0,1.0,2.0,0.375,1.0,human
335866,31,10,5,5,1.0,60.863,0.059,132.427,0.837,16.237,6.2,1.0,11.628,0.671,0.0,2.6,1.0,3.578,0.492,0.0,4.429,1.0,8.638,0.654,0.5,34.445,0.0,91.13,0.5,0.005,264.13,292.16,177.323,0.339,214.943,69.581,0.073,145.33,0.824,27.939,3.1,3.0,2.331,0.377,2.75,human
977448,11,7,1,1,1.0,2.523,0.039,7.101,0.868,0.741,11.0,11.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,25.234,25.234,0.0,0.0,0.0,,,0.0,0.0,,2.7,0.004,7.508,0.871,0.167,1.571,1.0,1.134,0.286,0.5,human
467397,273,7,5,4,0.8,0.854,0.063,4.374,0.896,0.19,54.6,13.0,79.494,0.626,53.0,3.2,3.0,2.28,0.35,4.0,18.2,2.0,48.654,0.818,5.0,6.545,0.012,18.898,0.763,2.301,9.576,2.646,16.665,0.692,9.088,0.725,0.057,2.494,0.875,0.203,39.0,29.0,39.657,0.414,8.0,human
548545,74,10,9,4,0.444,16.054,0.021,94.019,0.972,0.084,8.222,4.0,13.151,0.559,3.0,2.556,2.0,2.186,0.367,2.0,2.552,1.0,4.867,0.514,1.0,24.001,0.0,124.317,0.909,0.003,16.998,0.012,86.22,0.961,0.06,18.848,0.014,101.886,0.967,0.083,7.4,10.0,4.993,0.343,8.75,human
347754,8,2,3,2,0.667,287.009,0.479,498.681,0.737,419.927,2.667,2.0,2.082,0.333,2.0,1.333,1.0,0.577,0.167,0.5,2.0,2.0,0.816,0.188,0.5,0.479,0.046,0.897,0.632,0.513,669.049,838.609,602.426,0.388,584.255,0.049,0.049,0.05,0.361,0.035,4.0,4.0,4.243,0.375,3.0,human
746478,251,16,56,8,0.143,1.928,0.001,7.315,0.91,0.118,4.482,3.0,4.702,0.393,1.0,3.161,3.0,1.57,0.235,1.0,1.685,1.0,1.419,0.314,1.0,0.442,0.0,2.664,0.918,0.001,2.812,0.001,9.114,0.87,0.345,1.836,0.001,7.565,0.921,0.103,15.688,7.0,18.202,0.578,23.75,human
753973,207,12,16,8,0.5,5.032,0.008,20.581,0.943,0.061,12.938,4.5,18.799,0.64,10.75,3.125,3.0,2.391,0.36,1.5,3.906,3.0,4.732,0.396,1.0,1.429,0.002,7.51,0.958,0.017,18.477,0.138,37.894,0.817,15.651,5.338,0.007,21.37,0.942,0.052,17.25,8.5,21.333,0.596,20.25,human
833946,11,3,3,1,0.333,76.377,11.465,131.687,0.737,111.716,3.667,4.0,1.528,0.182,1.5,2.0,2.0,1.0,0.222,1.0,3.667,4.0,1.528,0.182,1.5,63.173,24.903,88.73,0.579,82.308,287.126,287.126,168.768,0.208,119.337,119.602,23.756,174.933,0.656,167.787,3.667,2.0,2.887,0.303,2.5,human
367776,237,10,13,10,0.769,4.333,0.061,19.102,0.921,0.375,18.231,6.0,30.039,0.637,14.0,3.462,2.0,2.47,0.338,2.0,4.017,2.0,4.474,0.492,4.0,13.185,0.008,44.949,0.852,0.276,4.219,0.136,10.977,0.86,1.202,4.283,0.05,20.162,0.931,0.243,23.7,13.5,25.338,0.543,44.75,human
456378,17,8,3,3,1.0,73.607,0.031,244.169,0.905,8.607,5.667,5.0,4.041,0.314,4.0,3.0,2.0,2.646,0.37,2.5,2.833,2.0,2.229,0.382,3.5,5.371,0.022,12.565,0.64,0.896,229.098,43.489,423.548,0.727,119.616,98.045,0.122,280.52,0.874,34.105,2.125,1.5,2.031,0.375,1.0,human
438337,33,5,24,22,0.917,64.683,31.066,77.454,0.591,62.733,1.375,1.0,1.439,0.254,0.0,1.042,1.0,0.204,0.038,0.0,1.179,1.0,0.772,0.144,0.0,0.893,0.0,4.506,0.454,0.0,75.735,52.668,79.554,0.532,90.952,94.11,54.576,90.022,0.502,107.471,6.6,2.0,7.232,0.497,13.0,human
475695,224,12,53,10,0.189,0.618,0.018,2.705,0.922,0.113,4.226,3.0,4.681,0.478,4.0,2.34,2.0,1.285,0.29,2.0,1.545,1.0,1.296,0.286,1.0,0.166,0.0,1.116,0.9,0.001,0.79,0.021,3.181,0.919,0.143,0.672,0.016,2.87,0.926,0.094,18.667,18.0,13.806,0.4,24.75,human
358946,8,2,3,3,1.0,240.476,115.529,276.514,0.558,314.834,2.667,1.0,2.887,0.417,2.5,1.333,1.0,0.577,0.167,0.5,2.0,1.5,1.414,0.312,1.5,56.526,40.944,70.055,0.138,97.47,485.742,535.274,259.666,0.234,256.098,285.227,204.878,221.107,0.327,209.872,4.0,4.0,2.828,0.25,2.0,human
878656,11,4,3,3,1.0,177.12,133.359,176.539,0.52,290.62,3.667,2.0,3.786,0.424,3.5,1.667,1.0,1.155,0.267,1.0,1.833,1.0,1.329,0.318,1.5,24.258,0.0,49.536,0.351,16.309,325.13,313.315,117.14,0.167,19.289,112.831,25.361,173.927,0.617,156.564,2.75,1.0,3.5,0.477,1.75,human
834987,36,7,10,7,0.7,59.553,2.336,102.958,0.762,59.51,3.6,2.5,3.204,0.428,2.75,1.5,1.5,0.527,0.167,1.0,1.895,1.0,1.197,0.313,2.0,8.57,0.0,23.462,0.697,3.28,106.751,48.855,125.657,0.607,218.578,72.669,8.396,113.859,0.723,86.681,5.143,2.0,8.375,0.595,1.5,human
438663,16,6,3,2,0.667,89.656,0.039,217.3,0.855,6.342,5.333,3.0,5.859,0.458,5.5,2.333,1.0,2.309,0.381,2.0,1.778,1.0,0.972,0.264,2.0,63.51,0.0,186.013,0.739,0.021,96.655,0.047,237.377,0.844,23.743,124.973,0.042,261.732,0.806,9.139,2.667,2.5,1.862,0.333,3.0,human
789976,50,7,6,5,0.833,42.428,0.106,108.425,0.869,13.192,8.333,1.0,17.963,0.733,0.0,1.833,1.0,2.041,0.379,0.0,5.556,1.0,8.428,0.627,7.0,144.06,0.0,234.52,0.186,239.845,97.802,5.83,197.893,0.788,62.692,65.838,1.135,131.332,0.805,41.101,7.143,6.0,5.273,0.383,8.0,human
365936,236,12,11,3,0.273,4.85,0.032,16.278,0.903,0.715,21.455,10.0,33.637,0.635,14.0,3.545,2.0,3.045,0.42,3.5,2.713,1.0,3.285,0.476,2.0,4.605,0.0,20.024,0.889,0.043,8.595,0.633,19.789,0.822,2.958,5.118,0.043,16.897,0.898,0.87,19.667,13.0,19.35,0.482,12.75,human
348664,262,12,7,3,0.429,7.164,0.158,27.441,0.908,0.888,37.429,7.0,75.778,0.742,17.0,3.714,3.0,2.812,0.385,4.0,12.476,7.0,16.388,0.605,10.0,50.316,0.746,115.332,0.776,24.666,40.653,17.727,76.623,0.715,30.873,10.463,0.111,34.603,0.886,1.623,21.833,14.0,38.385,0.627,16.25,human
378958,236,15,18,7,0.389,3.763,0.025,10.718,0.873,1.064,13.111,4.5,17.33,0.62,15.25,3.278,2.5,2.469,0.385,2.75,2.314,1.0,2.572,0.427,1.0,3.643,0.0,15.179,0.877,0.024,5.077,0.248,10.405,0.791,4.91,3.631,0.021,9.641,0.863,1.085,15.733,11.0,14.651,0.495,21.0,human
487653,20,5,6,5,0.833,104.365,10.686,199.923,0.773,103.939,3.333,1.0,5.715,0.583,0.0,1.333,1.0,0.816,0.208,0.0,2.5,1.0,2.507,0.438,2.0,70.054,0.0,136.359,0.427,50.393,203.214,52.211,288.224,0.645,244.142,142.894,33.872,252.882,0.736,127.599,4.0,3.0,3.464,0.42,5.0,human
976967,8,1,8,8,1.0,301.731,65.296,618.709,0.74,112.806,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.731,65.296,618.709,0.74,112.806,,,0.0,0.0,,8.0,8.0,0.0,0.0,0.0,human
