contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
553835,240,13,7,6,0.857,4.616,0.111,13.446,0.884,0.806,34.286,2.0,79.897,0.805,9.0,3.571,2.0,3.78,0.48,4.0,10.0,2.5,12.403,0.608,13.75,34.896,0.038,59.569,0.643,36.949,11.556,2.816,20.745,0.692,18.709,5.602,0.112,15.213,0.873,1.19,18.462,11.0,21.477,0.561,18.0,human
438558,235,15,48,34,0.708,9.3,0.046,26.574,0.877,2.662,4.896,1.0,17.44,0.752,0.0,1.479,1.0,1.414,0.291,0.0,2.582,1.0,3.377,0.49,2.0,4.314,0.0,17.949,0.853,0.012,19.82,2.091,37.429,0.757,20.313,10.87,0.047,28.946,0.864,5.378,15.667,10.0,14.371,0.489,23.5,human
344683,32,6,6,6,1.0,64.536,18.669,122.522,0.75,90.775,5.333,1.0,10.614,0.677,0.0,1.5,1.0,1.225,0.278,0.0,3.556,1.0,4.447,0.542,3.0,100.292,0.0,245.27,0.545,0.754,137.248,34.076,205.533,0.653,130.769,84.498,18.669,171.654,0.786,46.697,5.333,1.0,9.223,0.646,2.25,human
383967,25,5,5,4,0.8,68.018,0.887,201.673,0.873,25.935,5.0,2.0,7.842,0.592,1.0,1.4,1.0,0.548,0.171,1.0,4.167,2.0,5.419,0.527,2.25,36.695,0.011,67.575,0.631,39.22,282.455,63.78,397.029,0.63,345.873,176.54,15.993,333.831,0.769,142.158,5.0,1.0,6.164,0.544,6.0,human
938798,269,9,6,1,0.167,8.265,0.308,38.57,0.927,0.921,44.833,9.0,91.805,0.735,8.0,3.667,3.0,3.077,0.409,4.75,12.227,5.0,17.566,0.64,12.0,75.015,0.3,145.328,0.697,93.802,26.884,1.541,55.344,0.801,24.409,11.975,0.248,51.925,0.934,0.924,29.889,18.0,42.079,0.558,5.0,human
369548,273,14,13,9,0.692,2.862,0.15,7.922,0.859,1.091,21.0,5.0,26.539,0.61,22.0,3.0,3.0,2.236,0.367,2.0,2.353,1.0,3.658,0.445,1.0,2.005,0.0,9.282,0.881,0.204,4.746,0.839,10.181,0.778,3.357,3.064,0.249,8.983,0.859,1.101,19.5,10.0,29.412,0.643,13.5,human
678643,189,14,26,14,0.538,7.4,0.031,19.667,0.883,0.185,7.269,1.0,18.141,0.75,2.75,2.231,1.0,2.471,0.444,1.75,2.077,1.0,1.839,0.392,1.0,4.16,0.0,18.676,0.886,0.016,11.251,0.073,24.281,0.835,6.658,8.513,0.028,21.163,0.869,0.357,13.5,9.0,13.358,0.52,20.75,human
795563,286,15,38,7,0.184,5.128,0.107,17.96,0.898,1.031,7.526,4.0,7.883,0.516,9.25,3.053,2.0,2.253,0.375,2.75,2.444,2.0,2.369,0.392,1.0,1.781,0.0,7.693,0.897,0.106,10.801,0.626,26.543,0.841,4.297,5.731,0.077,20.125,0.899,1.126,19.067,7.0,35.259,0.642,6.5,human
435558,234,11,4,4,1.0,9.154,0.268,33.664,0.876,3.787,58.5,7.5,106.416,0.703,59.5,4.25,3.5,3.403,0.368,2.75,18.0,4.0,30.362,0.703,6.0,150.661,1.003,288.185,0.727,66.962,14.515,5.302,24.539,0.683,15.688,11.251,0.255,41.332,0.879,4.363,21.273,14.0,26.56,0.536,9.0,human
684794,207,9,5,4,0.8,9.992,0.066,38.724,0.937,0.227,41.4,4.0,72.044,0.707,32.0,3.2,1.0,3.194,0.45,4.0,10.35,2.5,15.421,0.664,9.25,58.944,0.008,130.359,0.676,3.26,46.29,6.914,70.241,0.698,59.325,10.913,0.056,39.335,0.93,0.236,23.0,16.0,20.561,0.461,34.0,human
863443,140,10,3,2,0.667,9.535,0.3,28.981,0.872,3.938,46.667,36.0,49.863,0.467,49.0,4.667,5.0,1.528,0.143,1.5,3.256,2.0,4.756,0.488,3.0,18.19,0.037,46.926,0.786,7.259,12.933,0.246,32.555,0.847,6.907,9.803,0.166,29.643,0.864,5.337,14.0,9.5,16.275,0.556,20.25,human
663874,107,9,4,2,0.5,19.156,0.004,52.269,0.876,1.657,26.75,31.0,16.07,0.273,13.75,5.75,6.0,2.872,0.228,1.75,5.632,3.0,4.821,0.397,3.5,63.955,0.005,100.507,0.727,108.18,45.298,12.077,61.837,0.653,66.464,19.999,0.002,51.226,0.86,2.313,11.889,4.0,11.858,0.507,20.0,human
394986,234,12,18,4,0.222,4.732,0.079,16.092,0.89,0.953,13.0,3.5,21.277,0.695,8.5,4.056,2.0,3.903,0.485,6.75,3.0,2.0,2.609,0.437,3.0,2.732,0.002,7.406,0.785,0.368,11.552,0.903,25.776,0.79,16.177,4.514,0.064,15.222,0.885,0.981,19.5,23.0,10.9,0.297,18.5,human
434543,14,5,8,5,0.625,143.247,16.848,226.719,0.712,187.69,1.75,1.0,1.389,0.321,1.0,1.375,1.0,0.744,0.216,0.25,1.273,1.0,0.647,0.182,0.0,0.034,0.0,0.077,0.045,0.0,186.183,101.954,244.252,0.626,202.322,160.188,16.848,243.164,0.699,200.179,2.8,3.0,0.837,0.143,1.0,human
999876,140,11,1,1,1.0,11.224,0.081,31.02,0.876,3.129,140.0,140.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,140.0,140.0,0.0,0.0,0.0,1560.169,1560.169,0.0,0.0,0.0,,,0.0,0.0,,17.013,0.514,38.672,0.823,17.9,12.727,3.0,24.071,0.666,9.0,human
497567,67,14,22,12,0.545,27.193,0.051,70.504,0.857,2.978,3.045,2.0,3.658,0.481,2.0,1.864,1.0,1.726,0.351,1.0,1.811,1.0,1.838,0.362,1.0,2.634,0.0,15.689,0.899,0.001,47.146,1.047,89.885,0.775,54.044,33.562,0.119,78.085,0.836,23.529,4.786,3.5,4.71,0.485,5.75,human
486965,15,7,3,2,0.667,22.142,0.258,34.777,0.718,47.113,5.0,6.0,3.606,0.311,3.5,3.333,3.0,2.517,0.333,2.5,3.75,3.0,3.403,0.417,4.75,34.829,1.191,68.078,0.483,36.02,56.889,56.924,2.85,0.022,2.85,17.96,0.125,26.227,0.682,40.242,2.143,1.0,2.193,0.4,1.0,human
769648,132,13,13,7,0.538,14.58,0.144,48.513,0.888,3.967,10.154,5.0,11.596,0.514,5.0,4.462,3.0,3.573,0.39,4.0,3.143,3.0,2.562,0.378,3.0,5.08,0.036,11.393,0.776,0.739,41.382,5.344,80.471,0.753,45.684,16.946,0.104,53.829,0.89,3.222,10.154,5.0,9.788,0.487,9.0,human
633573,7,4,4,3,0.75,164.96,24.019,367.877,0.782,17.261,1.75,1.5,0.957,0.25,1.25,1.25,1.0,0.5,0.15,0.25,1.75,1.5,0.957,0.25,1.25,6.46,0.884,11.77,0.432,7.343,321.307,24.431,514.607,0.617,445.779,246.998,24.251,445.684,0.677,223.16,1.75,1.0,1.5,0.321,0.75,human
978785,68,12,3,1,0.333,31.441,0.546,95.9,0.884,8.161,22.667,18.0,17.474,0.333,17.0,5.667,5.0,2.082,0.157,2.0,11.333,9.5,8.687,0.387,10.75,256.361,60.508,466.769,0.712,146.301,113.675,139.508,95.643,0.416,141.939,41.955,0.552,115.074,0.871,14.334,5.667,3.0,5.758,0.502,7.0,human
644455,25,10,2,2,1.0,6.29,0.04,29.007,0.944,0.268,12.5,12.5,16.263,0.46,11.5,5.5,5.5,6.364,0.409,4.5,8.333,6.0,8.737,0.453,8.5,50.065,1.513,85.408,0.49,74.341,0.384,0.384,0.241,0.222,0.171,8.111,0.093,33.513,0.932,0.283,2.5,3.0,1.434,0.292,2.0,human
963599,220,14,39,18,0.462,4.278,0.101,39.259,0.958,0.38,5.641,3.0,6.281,0.541,7.5,2.41,2.0,1.758,0.369,2.0,1.549,1.0,1.001,0.268,1.0,0.218,0.0,1.677,0.887,0.008,6.426,0.153,48.837,0.951,0.606,4.926,0.1,42.784,0.958,0.437,15.714,14.5,14.035,0.425,10.5,human
945778,142,15,16,3,0.188,14.846,0.054,49.6,0.908,0.914,8.875,5.0,11.177,0.555,6.5,4.125,3.0,3.263,0.419,6.0,3.55,2.0,3.266,0.461,3.25,1.547,0.028,5.096,0.823,0.416,52.086,15.675,84.116,0.708,57.891,16.826,0.027,55.329,0.905,1.171,9.467,8.0,9.372,0.474,8.5,human
993475,222,12,13,7,0.538,1.399,0.056,6.165,0.907,0.357,17.077,3.0,39.481,0.741,11.0,3.231,2.0,2.682,0.407,4.0,3.581,2.0,3.965,0.496,3.0,1.952,0.026,6.554,0.821,0.627,3.083,0.206,10.604,0.884,0.969,1.166,0.052,5.859,0.911,0.294,18.5,14.0,17.037,0.464,12.75,human
499798,22,4,16,16,1.0,98.239,17.836,153.845,0.72,119.186,1.375,1.0,1.5,0.256,0.0,1.062,1.0,0.25,0.055,0.0,1.222,1.0,0.732,0.167,0.0,45.57,0.0,144.388,0.203,0.0,73.104,1.321,146.501,0.796,71.865,158.765,71.896,180.702,0.57,213.573,5.5,3.5,5.802,0.455,4.0,human
955473,20,2,19,19,1.0,110.799,33.219,130.531,0.604,179.903,1.053,1.0,0.229,0.047,0.0,1.0,1.0,0.0,0.0,0.0,1.053,1.0,0.229,0.047,0.0,0.009,0.0,0.039,0.0,0.0,116.945,36.792,131.456,0.582,195.048,166.652,166.652,235.228,0.499,166.331,10.0,10.0,11.314,0.4,8.0,human
737999,9,2,3,1,0.333,183.471,73.322,293.096,0.675,153.756,3.0,1.0,3.464,0.444,3.0,1.0,1.0,0.0,0.0,0.0,2.25,1.5,1.893,0.361,1.75,59.977,47.536,72.174,0.104,107.513,409.287,312.174,414.884,0.441,406.27,588.144,588.144,390.28,0.235,275.969,4.5,4.5,4.95,0.389,3.5,human
697387,223,13,14,4,0.286,9.501,0.001,28.902,0.889,0.227,15.929,2.0,30.55,0.75,7.25,2.786,1.5,2.887,0.46,1.0,3.656,4.0,2.152,0.31,2.0,7.121,0.001,26.156,0.902,0.002,27.915,4.408,44.116,0.723,30.234,10.393,0.001,30.57,0.881,0.274,17.154,9.0,16.628,0.5,33.0,human
764878,187,11,13,7,0.538,10.832,0.003,36.15,0.919,0.059,14.385,8.0,16.338,0.573,22.0,2.692,2.0,2.25,0.409,2.0,4.561,2.0,5.554,0.487,3.0,10.664,0.001,33.916,0.898,0.016,39.439,7.481,63.162,0.723,49.502,11.779,0.003,38.301,0.918,0.06,17.0,6.0,24.195,0.639,16.5,human
577674,138,11,54,49,0.907,15.416,0.412,29.592,0.789,18.065,2.556,1.0,6.851,0.581,0.0,1.204,1.0,0.898,0.161,0.0,1.769,1.0,2.791,0.389,0.0,1.967,0.0,9.148,0.808,0.0,25.436,9.495,35.429,0.668,35.797,26.5,9.828,34.372,0.653,43.407,12.545,3.0,19.654,0.655,6.5,human
495683,278,10,10,4,0.4,4.165,0.086,9.792,0.845,2.027,27.8,15.5,49.445,0.617,12.0,2.2,1.5,2.15,0.391,1.0,2.172,1.0,3.659,0.479,1.0,1.233,0.0,4.737,0.759,0.001,7.842,0.494,13.093,0.749,10.744,6.096,0.113,11.527,0.793,5.559,27.8,6.5,61.545,0.752,9.5,human
754638,247,13,36,29,0.806,3.589,0.038,11.968,0.907,0.275,6.861,1.0,14.373,0.74,0.0,2.0,1.0,2.111,0.415,0.0,2.839,1.0,3.666,0.506,2.0,0.894,0.0,4.207,0.898,0.009,9.362,0.219,18.576,0.787,11.492,4.224,0.025,13.248,0.9,0.266,19.0,14.0,19.6,0.533,21.0,human
686756,78,14,24,9,0.375,26.463,3.36,48.211,0.761,24.124,3.25,2.0,2.938,0.449,4.25,1.75,1.0,1.073,0.292,1.25,1.902,1.0,1.393,0.342,1.0,12.504,0.0,37.715,0.754,0.765,38.125,12.293,55.49,0.683,44.263,29.15,3.009,52.801,0.763,25.345,5.571,2.0,8.555,0.612,1.5,human
945733,26,8,8,6,0.75,79.483,0.491,162.65,0.815,22.846,3.25,1.5,3.495,0.481,3.25,2.0,1.0,1.773,0.375,1.25,2.167,1.0,1.946,0.397,1.25,5.622,0.0,13.995,0.66,0.873,174.511,22.921,213.61,0.616,360.768,89.703,0.579,171.223,0.794,30.693,3.25,2.5,2.493,0.375,2.0,human
475859,29,2,25,15,0.6,65.01,0.764,121.603,0.762,90.443,1.16,1.0,0.624,0.13,0.0,1.0,1.0,0.0,0.0,0.0,1.074,1.0,0.385,0.066,0.0,0.002,0.0,0.012,0.0,0.0,70.008,10.599,124.926,0.744,107.827,172.145,83.518,225.863,0.564,207.081,14.5,14.5,0.707,0.017,0.5,human
867795,298,2,22,19,0.864,3.725,2.131,3.174,0.431,4.068,13.545,1.0,58.843,0.884,0.0,1.0,1.0,0.0,0.0,0.0,7.842,1.0,13.627,0.697,8.0,27.542,0.0,54.734,0.455,30.94,1.614,0.773,2.259,0.62,1.412,1.85,1.012,2.344,0.573,1.463,149.0,149.0,181.019,0.43,128.0,human
849537,98,12,24,12,0.5,19.454,0.154,43.973,0.842,13.731,4.083,3.0,4.442,0.469,4.0,2.292,2.0,1.601,0.346,2.0,1.922,1.0,1.262,0.311,2.0,5.666,0.0,26.77,0.909,0.11,31.962,2.526,52.295,0.737,44.728,20.652,0.225,42.676,0.817,17.869,8.167,6.5,7.849,0.415,7.0,human
536539,15,1,15,15,1.0,132.358,48.189,258.019,0.715,82.863,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.358,48.189,258.019,0.715,82.863,,,0.0,0.0,,15.0,15.0,0.0,0.0,0.0,human
538539,102,10,17,14,0.824,19.721,0.267,50.077,0.85,12.476,6.0,1.0,10.326,0.682,4.0,2.0,1.0,1.732,0.381,2.0,3.923,1.0,5.351,0.573,3.75,15.783,0.0,51.615,0.75,5.976,63.257,38.378,79.359,0.577,71.655,25.173,0.227,60.313,0.822,21.139,10.2,6.0,16.725,0.59,4.0,human
837596,265,17,33,17,0.515,6.704,0.151,20.152,0.872,2.575,8.03,1.0,19.161,0.754,4.0,2.242,1.0,2.705,0.439,2.0,2.944,1.0,4.241,0.528,2.0,5.926,0.0,19.661,0.794,0.575,13.893,1.742,28.789,0.776,14.259,8.204,0.18,22.717,0.859,4.369,15.588,11.0,17.11,0.498,14.0,human
669446,38,9,7,5,0.714,52.288,0.072,151.48,0.874,16.175,5.429,3.0,5.287,0.459,5.0,2.286,2.0,1.496,0.321,2.0,2.111,1.5,1.491,0.345,1.75,0.043,0.0,0.103,0.699,0.013,113.758,29.157,210.242,0.726,142.304,60.445,0.103,161.675,0.854,36.13,4.222,2.0,4.206,0.485,5.0,human
557389,12,5,7,6,0.857,78.502,20.846,125.956,0.715,84.829,1.714,1.0,1.496,0.333,0.5,1.286,1.0,0.488,0.159,0.5,1.333,1.0,1.0,0.222,0.0,29.103,0.0,87.308,0.0,0.0,75.199,22.393,132.523,0.727,65.603,18.339,1.782,24.145,0.591,42.622,2.4,1.0,1.949,0.367,3.0,human
563968,249,16,143,123,0.86,7.454,1.277,12.087,0.726,10.727,1.741,1.0,4.469,0.414,0.0,1.196,1.0,1.057,0.158,0.0,1.304,1.0,1.184,0.218,0.0,0.381,0.0,2.957,0.83,0.0,9.346,2.928,12.939,0.663,14.013,7.686,2.006,12.261,0.712,11.174,15.562,5.0,32.228,0.718,13.25,human
569578,24,6,16,14,0.875,89.612,17.921,166.466,0.745,70.043,1.5,1.0,1.317,0.292,0.0,1.375,1.0,0.885,0.233,0.0,1.5,1.0,1.317,0.292,0.0,0.004,0.0,0.011,0.412,0.0,137.4,47.516,191.079,0.643,166.648,90.748,0.018,206.461,0.799,36.619,4.0,2.5,4.561,0.486,2.5,human
338573,23,9,10,6,0.6,88.667,0.733,168.078,0.776,98.525,2.3,2.0,1.16,0.239,0.75,1.9,2.0,0.994,0.258,1.0,1.278,1.0,0.575,0.176,0.0,0.089,0.0,0.312,0.64,0.0,114.651,6.811,184.179,0.711,126.15,102.589,4.376,177.365,0.741,113.191,2.556,2.0,1.333,0.271,1.0,human
886333,261,12,22,10,0.455,2.135,0.042,6.792,0.901,0.293,11.864,2.0,42.188,0.831,2.0,1.955,1.0,1.527,0.356,1.0,7.25,1.5,17.412,0.725,3.5,7.239,0.0,28.43,0.838,0.48,8.416,2.511,12.777,0.697,12.273,2.279,0.027,6.991,0.899,0.303,21.75,4.5,25.27,0.573,37.5,human
983487,9,2,9,9,1.0,186.253,87.633,220.172,0.588,306.232,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.253,87.633,220.172,0.588,306.232,1.473,1.473,0.0,0.0,0.0,4.5,4.5,4.95,0.389,3.5,human
483339,298,6,2,2,1.0,0.326,0.052,1.173,0.809,0.123,149.0,149.0,209.304,0.497,148.0,3.0,3.0,2.828,0.333,2.0,99.333,4.0,167.727,0.653,146.0,32.154,0.842,54.965,0.491,47.81,0.239,0.239,0.191,0.282,0.135,1.014,0.367,1.633,0.661,0.957,49.667,1.0,117.745,0.813,2.25,human
747795,19,5,2,2,1.0,60.287,1.886,171.26,0.854,28.274,9.5,9.5,12.021,0.447,8.5,2.5,2.5,2.121,0.3,1.5,6.333,1.0,9.238,0.561,8.0,361.654,0.0,626.402,0.0,542.48,0.102,0.102,0.018,0.061,0.012,93.927,21.749,215.567,0.8,46.876,3.8,2.0,3.421,0.421,6.0,human
994754,237,7,3,1,0.333,4.268,0.017,19.175,0.943,0.306,79.0,29.0,101.681,0.518,92.0,4.667,5.0,2.517,0.238,2.5,12.474,6.0,15.728,0.57,13.0,24.432,0.018,51.655,0.801,12.325,30.164,0.948,55.6,0.779,18.029,6.863,0.006,26.306,0.938,0.121,33.857,17.0,37.614,0.521,37.0,human
563957,191,14,9,5,0.556,11.103,0.037,35.073,0.892,0.671,21.222,2.0,39.789,0.748,8.0,3.556,1.0,3.941,0.507,3.0,6.586,2.0,10.452,0.634,5.0,24.386,0.012,60.955,0.768,12.585,50.084,34.642,60.234,0.564,38.167,10.098,0.027,31.122,0.892,0.414,13.643,11.5,11.07,0.425,14.25,human
453483,25,6,3,1,0.333,87.342,18.389,127.416,0.68,142.224,8.333,4.0,8.386,0.4,7.5,2.333,3.0,1.155,0.19,1.0,5.0,4.0,4.062,0.4,5.0,393.448,0.047,676.036,0.647,405.99,32.241,3.766,59.554,0.72,35.887,16.128,0.025,42.623,0.86,1.909,4.167,1.0,6.824,0.607,1.5,human
835877,262,10,31,1,0.032,3.78,0.116,11.421,0.865,1.85,8.452,5.0,14.076,0.607,7.5,3.226,2.0,2.261,0.379,4.0,2.047,1.0,1.923,0.375,1.0,1.008,0.0,5.652,0.89,0.03,6.751,1.002,14.852,0.776,5.674,3.966,0.078,12.19,0.874,1.703,26.2,24.5,20.901,0.421,26.5,human
966863,219,13,23,10,0.435,5.71,0.053,14.469,0.859,2.382,9.522,3.0,24.192,0.729,3.5,2.826,2.0,2.229,0.369,1.5,2.738,2.0,3.378,0.454,2.0,4.529,0.006,16.307,0.862,0.164,11.17,0.638,20.05,0.764,15.474,5.59,0.039,14.074,0.854,2.783,16.846,10.0,16.886,0.521,28.0,human
797664,165,15,17,6,0.353,13.217,0.33,28.692,0.819,11.318,9.706,7.0,12.761,0.508,6.0,3.235,2.0,2.728,0.387,2.0,2.75,1.5,2.838,0.46,2.0,11.397,0.0,32.886,0.784,0.944,25.148,4.865,38.453,0.71,30.788,15.622,1.261,27.229,0.757,22.143,11.0,5.0,14.258,0.592,11.0,human
854486,8,5,4,2,0.5,276.798,123.803,328.028,0.59,513.453,2.0,2.0,0.816,0.188,0.5,1.5,1.5,0.577,0.167,1.0,1.6,2.0,0.548,0.15,1.0,0.018,0.002,0.03,0.509,0.017,484.374,513.496,284.874,0.283,317.035,350.285,307.219,410.507,0.531,657.4,1.6,1.0,0.894,0.25,1.0,human
379735,61,8,3,3,1.0,25.494,0.314,125.827,0.926,3.352,20.333,8.0,25.813,0.514,23.5,4.333,3.0,3.215,0.308,3.0,15.25,5.5,21.297,0.561,14.75,303.107,29.117,568.031,0.726,331.578,105.747,97.668,71.494,0.299,71.151,37.08,0.249,157.47,0.926,3.205,7.625,6.5,6.989,0.428,5.0,human
783344,89,10,3,1,0.333,12.606,0.02,82.3,0.976,0.05,29.667,31.0,22.03,0.33,22.0,6.333,6.0,1.528,0.105,1.5,29.667,31.0,22.03,0.33,22.0,154.111,23.233,246.764,0.632,219.193,323.504,323.504,457.111,0.5,323.226,20.481,0.014,105.668,0.964,0.046,8.9,6.0,12.124,0.576,7.25,human
869874,201,13,5,3,0.6,0.851,0.022,4.884,0.944,0.103,40.2,9.0,50.256,0.571,89.0,6.0,6.0,5.196,0.427,8.0,6.484,2.0,10.921,0.635,4.5,1.046,0.048,3.399,0.778,0.863,4.591,0.335,11.597,0.83,2.528,1.394,0.033,6.282,0.925,0.166,15.462,11.0,14.892,0.458,6.0,human
488796,26,3,7,1,0.143,36.719,0.067,91.851,0.867,0.828,3.714,3.0,3.147,0.407,3.0,1.857,2.0,0.9,0.242,1.5,3.714,3.0,3.147,0.407,3.0,45.482,0.167,119.535,0.796,0.822,99.934,1.541,161.394,0.707,165.515,41.816,0.061,103.674,0.865,0.267,8.667,8.0,1.155,0.051,1.0,human
894935,21,7,6,3,0.5,56.063,0.056,225.481,0.939,0.232,3.5,1.5,4.722,0.532,1.75,2.167,1.5,1.602,0.346,1.75,2.333,1.0,2.179,0.413,1.0,0.073,0.0,0.142,0.515,0.024,140.075,0.46,352.924,0.849,27.988,62.252,0.056,237.524,0.933,0.211,3.0,3.0,1.826,0.313,2.5,human
887443,24,3,7,3,0.429,73.986,40.139,75.451,0.523,100.219,3.429,4.0,2.225,0.333,3.0,1.714,2.0,0.488,0.119,0.5,1.333,1.0,0.686,0.204,0.0,6.866,0.0,18.187,0.433,0.0,92.828,74.304,78.635,0.443,122.066,86.321,53.768,84.184,0.492,117.834,8.0,10.0,4.359,0.222,4.0,human
699837,5,3,2,2,1.0,99.539,29.392,161.05,0.661,110.787,2.5,2.5,2.121,0.3,1.5,1.5,1.5,0.707,0.167,0.5,2.5,2.5,2.121,0.3,1.5,29.435,29.435,41.628,0.0,29.435,339.286,339.286,0.0,0.0,0.0,169.687,169.687,239.85,0.5,169.6,1.667,1.0,1.155,0.267,1.0,human
783373,229,14,43,17,0.395,3.473,0.03,10.176,0.887,0.604,5.326,2.0,11.062,0.658,1.5,2.395,2.0,1.978,0.378,1.0,2.602,2.0,2.048,0.372,2.0,1.201,0.0,5.38,0.899,0.161,7.888,0.803,14.561,0.764,11.961,3.504,0.018,10.63,0.896,0.497,16.357,10.5,17.109,0.501,13.5,human
346833,41,9,7,6,0.857,49.412,0.548,109.894,0.832,24.122,5.857,1.0,7.221,0.564,7.5,2.429,1.0,2.225,0.403,2.0,2.412,1.0,3.022,0.482,1.0,84.688,0.0,196.195,0.485,0.343,33.55,0.442,86.988,0.858,13.989,54.517,0.502,121.54,0.836,24.101,4.556,2.0,5.175,0.52,4.0,human
984985,259,13,31,15,0.484,5.592,0.273,12.396,0.809,4.754,8.355,4.0,11.412,0.582,5.0,2.516,2.0,1.671,0.336,2.0,2.089,1.0,1.938,0.39,1.0,2.052,0.0,5.788,0.757,0.267,9.66,1.702,16.273,0.721,13.064,5.21,0.202,11.696,0.812,4.357,19.923,11.0,27.256,0.591,11.0,human
889796,9,7,4,4,1.0,174.41,7.162,331.911,0.758,199.651,2.25,1.0,2.5,0.417,1.25,2.25,1.0,2.5,0.417,1.25,2.25,1.0,2.5,0.417,1.25,3.592,0.0,7.184,0.0,3.592,460.304,228.621,435.139,0.373,386.12,172.179,1.067,358.441,0.796,120.917,1.286,1.0,0.488,0.159,0.5,human
866735,100,4,39,26,0.667,20.597,1.079,96.108,0.885,9.921,2.564,1.0,4.684,0.549,0.0,1.256,1.0,0.637,0.177,0.0,2.128,1.0,2.856,0.463,0.0,3.93,0.0,15.297,0.679,0.0,40.313,2.692,138.95,0.846,22.969,38.878,3.398,155.107,0.878,16.443,25.0,17.0,25.259,0.455,28.5,human
489778,221,15,32,15,0.469,4.072,0.067,11.488,0.868,1.686,6.906,1.0,14.713,0.694,4.5,2.812,1.0,3.084,0.486,2.25,2.429,1.0,2.114,0.411,2.5,2.688,0.0,8.207,0.8,0.092,7.235,0.923,15.565,0.788,6.429,4.062,0.035,10.905,0.872,1.083,14.733,12.0,15.913,0.446,6.5,human
778873,31,7,1,1,1.0,45.015,0.01,219.829,0.957,0.13,31.0,31.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,1350.457,1350.457,0.0,0.0,0.0,,,0.0,0.0,,74.721,0.029,283.019,0.932,0.137,4.429,3.0,3.047,0.35,4.0,human
468745,241,15,39,9,0.231,3.603,0.078,9.583,0.866,0.835,6.179,3.0,6.735,0.505,7.0,3.256,2.0,2.136,0.357,3.5,1.617,1.0,1.298,0.313,1.0,0.772,0.0,3.77,0.858,0.007,5.065,0.137,11.449,0.826,2.768,3.967,0.086,10.301,0.861,1.23,16.067,10.0,14.888,0.487,25.0,human
595478,143,13,65,53,0.815,13.536,2.148,22.954,0.734,17.751,2.2,1.0,3.536,0.482,0.0,1.354,1.0,1.067,0.234,0.0,1.416,1.0,0.93,0.241,1.0,1.135,0.0,4.59,0.783,0.0,18.075,8.456,25.809,0.671,21.0,12.179,2.148,20.145,0.723,17.277,11.0,3.0,18.353,0.653,4.0,human
897374,110,9,7,2,0.286,18.974,0.614,66.345,0.853,15.074,15.714,18.0,11.011,0.366,17.0,3.286,1.0,3.352,0.472,4.0,2.821,2.0,2.79,0.395,2.0,17.776,0.139,47.426,0.787,15.529,36.182,10.22,100.781,0.77,30.298,25.872,0.526,85.538,0.842,20.74,12.222,6.0,17.761,0.574,7.0,human
734668,170,9,26,7,0.269,12.945,0.173,41.096,0.893,2.876,6.538,3.5,9.42,0.578,4.5,1.538,1.0,0.948,0.269,1.0,2.208,1.0,2.244,0.407,1.0,6.848,0.0,30.013,0.836,0.501,21.848,0.378,53.107,0.851,13.2,15.172,0.21,37.183,0.834,15.456,18.889,2.0,46.651,0.795,4.0,human
453377,250,13,26,9,0.346,2.383,0.081,7.863,0.898,0.396,9.615,3.0,17.616,0.648,5.0,3.231,2.0,2.93,0.426,1.75,2.841,1.5,4.259,0.504,2.0,1.223,0.0,5.737,0.859,0.169,5.582,0.24,11.448,0.805,5.145,2.793,0.081,8.581,0.888,0.553,19.231,18.0,16.094,0.401,14.0,human
335438,49,8,16,12,0.75,44.014,1.622,86.19,0.795,25.963,3.062,1.0,5.247,0.583,0.25,1.562,1.0,1.094,0.288,0.25,2.042,1.0,2.422,0.421,1.0,7.131,0.0,19.198,0.638,0.299,84.415,23.881,111.391,0.66,147.821,43.191,8.764,70.744,0.732,48.284,6.125,4.5,7.809,0.497,2.5,human
845847,219,11,45,13,0.289,1.545,0.034,4.922,0.894,0.328,4.867,2.0,11.129,0.643,4.0,2.111,1.0,2.036,0.399,1.0,1.752,1.0,1.324,0.315,1.0,0.532,0.0,2.847,0.913,0.009,2.179,0.068,5.905,0.862,1.127,1.793,0.043,5.385,0.883,0.527,19.909,18.0,13.989,0.356,16.5,human
